130,131,Knee Deep (feat. Jimmy Buffett),Toes,0.0102,0.5930232558139535,34.47809626825311
129,130,Toes,Knee Deep (feat. Jimmy Buffett),0.0102,0.5930232558139535,34.47809626825311
145,146,You Was Right,Money Longer,0.011,0.6043956043956044,32.14870236146832
144,145,Money Longer,You Was Right,0.011,0.5851063829787233,32.14870236146831
139,140,Play It Again,That's My Kind Of Night,0.01,0.5208333333333334,31.00198412698413
140,141,That's My Kind Of Night,Play It Again,0.01,0.5952380952380952,31.00198412698413
60,61,"('Bank Account', 'XO TOUR Llif3')",Magnolia,0.0102,0.68,30.08849557522124
132,133,Santeria,What I Got,0.0108,0.5046728971962617,30.040053404539393
133,134,What I Got,Santeria,0.0108,0.6428571428571429,30.04005340453939
61,62,"('Magnolia', 'XO TOUR Llif3')",Bank Account,0.0102,0.7285714285714286,28.68391451068617
131,132,'Till I Collapse,Lose Yourself - Soundtrack Version,0.01,0.5434782608695652,25.1610305958132
110,111,Magnolia,Bank Account,0.0142,0.6283185840707965,24.73695212877152
111,112,Bank Account,Magnolia,0.0142,0.5590551181102362,24.736952128771517
127,128,Butterfly Effect,Magnolia,0.0114,0.5277777777777778,23.352999016715835
126,127,Magnolia,Butterfly Effect,0.0114,0.504424778761062,23.35299901671583
49,50,"('XO TOUR Llif3', 'iSpy (feat. Lil Yachty)')",Mask Off,0.0102,0.7611940298507462,23.349510118121053
45,46,"('Bounce Back', 'iSpy (feat. Lil Yachty)')",Mask Off,0.011,0.7534246575342465,23.111185813933943
64,65,"('HUMBLE.', 'XO TOUR Llif3')",DNA.,0.011,0.5555555555555555,22.956841138659318
115,116,Butterfly Effect,Bank Account,0.0122,0.5648148148148148,22.236803732866726
87,88,Butterfly Effect,rockstar,0.0112,0.5185185185185185,22.158911047799936
27,28,"('HUMBLE.', 'Tunnel Vision')",Mask Off,0.0104,0.7222222222222222,22.154055896387188
81,82,Portland,Slippery (feat. Gucci Mane),0.0102,0.5257731958762887,22.091310751104565
